DISBURSED_AMOUNT,LTV,STATE_ID,PERFORM_CNS_SCORE,CREDIT_HISTORY_LENGTH
48678,74.93,3,0,0
56259,80.9,18,0,0
47803,55.28,15,825,6
57559,84.11,1,693,67
58259,80.49,3,0,0
55075,87.64,8,785,36
57259,87.07,6,832,8
53203,81.0,4,681,3
46945,88.97,6,0,0
53303,76.55,6,0,0
56513,89.93,11,0,0
47400,85.76,11,0,0
59447,60.5,3,0,0
35139,83.7,8,750,23
55843,74.83,3,0,0
65169,84.35,4,0,0
72500,78.42,5,774,99
72317,71.43,7,300,0
70643,75.01,3,0,0
64213,79.75,4,442,25
47048,79.76,4,0,0
72917,61.72,13,825,12
63829,75.78,3,0,0
49803,74.97,6,738,7
43222,66.58,6,825,4
62947,89.83,8,710,10
55259,85.99,4,0,0
46849,73.98,4,0,0
59713,84.39,7,0,0
56259,73.55,17,0,0
49303,75.0,4,626,151
57659,68.64,6,0,0
59613,88.68,9,706,60
57159,74.45,2,611,8
48518,79.41,16,0,0
53803,86.2,16,568,8
51803,79.9,15,0,0
59763,89.84,9,0,0
52078,74.38,3,0,0
51078,84.11,4,0,0
43410,72.2,2,0,0
56259,59.27,3,565,42
54113,84.92,6,0,0
55631,75.89,18,679,63
53303,88.57,4,749,25
67282,68.58,5,0,0
60947,83.21,3,0,0
57459,80.27,6,300,52
41519,68.36,15,0,0
58942,68.6,3,0,0
52082,74.73,17,628,111
60113,89.97,4,686,92
56259,80.96,14,0,0
58259,84.62,6,0,0
58759,89.93,11,836,13
57009,81.39,6,737,14
58947,81.65,13,0,0
45879,60.44,3,0,0
51513,76.15,9,726,35
52378,69.35,12,0,0
57713,89.56,4,708,40
69169,89.74,4,708,46
52703,73.27,5,0,0
73317,88.24,4,0,0
30984,74.43,14,0,0
65721,54.0,13,0,0
43294,71.73,15,0,0
53703,80.62,6,758,35
43210,72.7,3,0,0
43769,67.29,4,0,0
51653,77.52,9,0,0
54259,78.29,6,572,3
67882,86.42,4,738,22
60547,88.0,6,0,0
70817,79.56,4,738,25
55681,85.0,4,738,23
57227,85.0,9,404,137
44137,70.23,9,305,34
31841,51.41,13,702,24
71719,71.58,13,0,0
55486,62.17,5,0,0
44830,76.7,13,0,0
59213,82.04,3,0,0
64213,77.58,9,771,24
41394,63.24,3,16,14
54103,77.78,6,836,19
52903,74.75,9,738,5
62147,83.11,3,0,0
54759,71.24,14,0,0
47349,61.99,3,0,0
38439,59.3,6,0,0
55059,80.3,17,486,35
70153,79.65,8,0,0
56259,89.36,6,816,221
66882,63.84,3,0,0
67882,58.57,3,0,0
60413,78.31,8,639,48
38439,52.34,5,0,0
59338,89.7,4,0,0
41394,73.12,15,783,29
49683,74.14,9,0,0
95800,60.26,6,717,21
41894,67.73,18,0,0
51078,74.75,3,0,0
54259,67.19,3,0,0
60447,79.79,4,0,0
69817,59.71,12,0,0
48783,67.14,10,0,0
61947,86.91,14,738,11
66882,74.78,3,0,0
74023,82.41,14,825,14
55513,87.69,4,845,44
67169,79.98,5,0,0
54069,89.06,6,0,0
52231,79.59,4,300,9
39894,72.23,4,336,53
38141,38.83,1,300,41
60213,82.99,14,612,51
82686,70.44,8,0,0
61213,77.37,3,0,0
50683,77.4,15,0,0
54143,56.22,3,0,0
60047,81.36,13,0,0
39329,58.45,3,0,0
58947,55.98,3,0,0
54059,79.79,17,0,0
59013,87.24,15,791,82
59447,89.43,8,300,25
58259,81.48,4,444,176
55663,68.97,13,0,0
52803,82.34,6,0,0
57259,88.08,3,0,0
55259,74.7,3,553,78
55613,82.56,4,0,0
46402,75.76,9,386,153
52303,89.88,18,672,84
44349,73.72,6,0,0
48913,88.14,3,0,0
49564,80.0,4,0,0
51478,81.79,2,0,54
89943,74.52,3,754,81
50303,83.31,17,0,0
56513,82.15,5,602,41
51078,75.02,1,0,0
72317,73.68,8,708,17
46432,69.43,3,737,7
48473,74.44,9,492,18
45195,55.77,12,0,0
55013,78.82,13,0,0
32284,75.91,8,757,233
45645,72.27,13,0,0
25029,35.35,13,573,56
63719,85.72,8,16,36
74751,74.33,7,706,7
54413,84.62,6,687,13
47349,65.58,3,0,0
49803,69.22,3,0,0
65740,89.76,3,0,0
59501,72.66,12,17,2
44121,74.08,3,0,0
43894,67.72,10,0,0
114927,69.2,3,300,119
60213,77.71,4,16,3
45349,83.69,6,734,33
42016,69.85,13,0,0
34139,75.0,4,783,43
33658,53.33,13,0,0
33084,51.51,9,763,12
55559,81.96,9,0,0
54078,81.36,5,0,0
70817,67.61,3,0,0
80273,63.44,18,665,22
66382,73.62,7,635,25
43939,63.38,10,0,0
59657,79.61,4,744,60
61302,85.0,9,0,0
59213,87.5,18,0,0
52578,79.7,6,0,0
38439,78.14,15,0,0
51078,74.63,4,0,0
55809,80.01,13,0,0
59947,85.25,3,0,0
34939,62.82,1,300,33
85989,65.31,5,0,0
66382,89.47,4,763,7
47849,74.52,4,0,0
72423,73.48,14,18,1
80033,87.28,8,708,38
71817,56.92,3,825,5
48749,78.73,6,15,1
52303,84.98,6,0,0
72317,72.32,15,836,40
63013,82.05,14,300,0
50303,71.43,6,726,18
65682,79.98,8,0,0
55513,78.33,9,0,0
42394,63.8,14,836,36
58209,65.21,8,836,11
57413,80.49,6,738,11
47839,71.1,9,585,77
55313,89.92,4,0,0
44349,76.25,6,643,17
60847,88.9,8,0,0
54444,62.88,13,0,0
50078,68.12,13,0,0
56259,77.29,17,0,0
54659,80.18,6,0,0
41210,71.96,6,811,8
71817,74.09,13,0,0
50803,73.13,14,657,4
52803,75.32,13,0,0
68382,89.86,4,0,0
48349,63.86,3,0,0
36839,56.49,6,0,0
47349,81.38,18,0,0
41710,56.87,13,0,0
57259,70.2,3,668,52
56169,78.37,4,0,0
43794,70.89,6,0,0
45045,74.74,13,0,0
49038,78.86,7,0,0
54559,85.77,6,743,40
52203,54.22,12,677,76
69123,72.82,6,378,29
54859,75.99,15,738,9
52123,70.49,4,0,0
64560,82.4,10,825,7
57759,86.4,4,767,125
69317,73.88,5,18,16
56013,82.86,18,0,0
46361,84.89,6,0,0
59947,72.94,18,584,40
48988,74.04,4,627,3
57513,74.89,13,0,0
49690,77.41,13,0,0
52303,80.26,6,317,80
47349,73.77,6,0,0
53578,81.49,6,0,0
67882,88.01,3,0,0
49958,83.8,6,0,0
54013,86.1,6,0,0
72817,88.28,4,680,19
43919,73.81,1,0,0
58213,65.84,14,0,0
37541,65.46,11,699,27
50503,77.4,17,0,0
60347,89.06,8,0,0
36368,52.62,3,0,0
58947,82.84,14,0,0
62189,66.53,15,648,15
47525,74.48,7,0,0
62713,75.38,9,0,0
69169,74.47,8,652,40
49127,79.99,4,0,0
59847,82.45,6,17,2
51498,70.99,12,0,0
63447,84.26,7,0,0
51603,76.5,9,393,25
49303,66.37,8,0,0
43694,57.0,13,0,0
41494,66.65,4,0,0
55259,86.36,1,766,36
33784,50.16,4,0,0
53843,69.92,3,626,11
72217,83.99,6,738,3
54659,84.29,6,738,6
58947,57.09,3,0,0
57013,72.58,13,0,0
85989,73.23,3,0,0
34699,55.17,13,0,0
44450,59.31,9,825,9
33284,51.59,15,502,72
46369,59.42,12,0,0
143251,81.99,4,762,36
48349,71.41,3,0,0
49463,78.88,15,624,14
65882,69.43,12,0,0
59608,79.94,4,0,0
53784,82.0,13,16,50
67882,65.16,3,0,0
47645,73.07,3,0,0
88660,55.23,7,0,0
50509,82.65,13,0,0
59323,73.48,3,0,0
51403,88.87,11,0,0
56759,76.77,4,740,45
50303,80.64,8,0,0
36275,76.96,5,17,3
50998,81.58,4,710,24
80286,68.97,8,738,23
59013,84.66,8,300,96
43849,82.18,6,0,0
27729,45.67,4,15,1
58199,84.76,12,706,58
59044,79.74,4,0,0
60099,86.18,4,743,24
61813,88.94,19,15,25
48149,66.12,9,825,24
55013,88.37,6,825,7
70817,90.0,4,0,0
49478,79.25,6,749,38
57013,80.47,13,643,34
58227,69.35,12,0,0
57513,89.59,4,0,0
59817,84.89,16,0,0
69123,65.57,5,591,20
65969,84.49,9,825,16
51800,79.28,4,657,9
66882,75.56,4,698,19
40534,56.63,3,637,45
15269,24.4,13,710,10
69468,87.18,4,0,0
72817,64.67,3,0,0
54303,78.9,15,681,20
30984,53.02,5,0,0
62047,83.21,13,0,0
36939,61.24,16,548,47
49500,80.81,11,749,13
46899,76.8,6,379,21
60713,79.49,4,814,69
64809,73.95,7,0,0
35439,61.36,1,0,0
71817,69.99,13,0,0
46874,76.99,13,0,0
55009,82.35,4,601,30
66169,40.38,5,0,0
59213,82.94,14,0,0
53578,82.26,5,796,42
51627,72.81,13,0,0
54763,71.32,4,0,0
45849,76.87,11,787,52
37439,59.65,1,819,11
60947,89.33,5,0,0
49903,89.89,6,0,0
65169,89.27,4,717,11
72317,76.4,3,0,0
66169,85.04,9,300,156
29029,68.55,15,300,52
66769,83.53,13,576,13
40304,74.7,1,0,0
39894,65.34,6,0,0
58947,89.54,11,702,119
48749,74.74,6,825,14
57659,87.31,6,785,7
59947,58.3,3,0,0
54150,82.71,14,0,0
53913,74.61,6,0,0
29029,46.31,5,0,0
63213,74.51,8,658,13
66569,77.87,6,456,108
67882,84.92,4,690,4
56759,87.35,7,641,45
50853,81.03,4,573,20
51092,72.27,13,0,0
36439,56.31,6,680,14
45381,79.64,5,825,24
50803,76.4,3,0,0
39210,61.98,5,0,0
52678,88.94,5,0,0
53803,60.42,4,0,0
55679,79.34,3,0,0
41514,71.59,7,0,0
20574,44.0,10,599,3
38839,55.71,6,778,9
60447,88.11,5,0,0
46700,67.88,9,0,0
48783,68.19,3,0,0
56513,90.0,4,738,3
42874,74.18,4,303,25
35775,51.77,3,0,0
46545,74.44,6,300,16
62113,89.84,9,726,50
57313,61.66,3,0,0
38439,63.95,1,0,0
86925,74.15,4,0,0
52628,84.88,5,723,6
54459,74.93,6,825,58
59259,80.46,1,0,0
51298,82.12,10,15,58
51503,80.35,1,825,5
68882,89.74,4,825,10
54303,70.06,4,17,0
21154,33.71,5,0,0
55713,79.8,4,0,0
42610,57.84,3,690,11
45049,73.07,17,615,5
60447,89.29,4,0,0
68009,75.0,13,0,0
57259,71.15,3,0,0
48558,58.03,3,0,0
67882,51.24,3,696,34
57413,83.94,6,879,89
63547,79.82,8,740,12
27529,39.68,3,300,86
44849,58.72,7,737,5
84620,89.94,4,0,0
57263,79.9,14,0,0
64669,84.8,9,0,0
94190,60.39,3,738,5
61913,74.64,13,0,0
46609,73.83,4,825,6
47249,70.16,4,749,46
74123,83.8,17,0,0
63713,84.65,18,718,116
47349,74.81,6,825,8
36505,79.68,6,0,0
59687,88.56,7,738,20
82686,69.96,3,0,0
46869,67.76,3,300,56
33484,49.29,3,0,0
57059,70.58,7,737,7
53328,84.93,6,0,0
57513,79.51,4,825,7
35199,78.91,4,0,0
59747,78.39,6,16,47
48258,83.21,1,585,12
47349,80.69,6,758,34
51578,86.89,7,0,0
55259,84.87,14,710,6
61947,79.95,4,16,24
56059,86.51,15,0,0
60947,88.73,3,456,37
70817,79.12,4,0,0
45349,83.76,4,836,30
52703,80.21,2,656,36
53803,82.95,7,738,22
59259,84.76,6,825,6
25029,38.57,13,825,22
50803,79.36,6,825,21
39394,51.91,8,757,115
65382,82.46,4,0,0
62947,89.04,4,0,0
66786,87.88,18,0,0
53303,83.79,15,0,0
56225,89.25,4,763,6
56016,75.0,13,786,16
64882,87.58,4,710,5
48145,78.93,5,0,0
60513,81.02,9,0,0
41562,62.76,9,16,19
43394,62.51,5,0,0
53203,82.01,4,0,0
51240,79.35,4,0,0
44145,53.49,3,0,0
52803,79.86,6,758,36
48349,76.15,6,706,7
39439,55.59,5,0,0
42394,70.18,1,755,13
81286,78.19,7,590,59
41394,67.2,6,832,4
79563,76.98,4,0,0
36739,61.34,9,692,24
53103,75.15,16,0,0
43694,82.03,11,16,2
51803,72.97,9,602,7
47050,68.35,11,0,0
54822,85.0,6,0,0
44690,79.91,4,0,0
34959,63.58,4,300,26
40894,68.12,3,0,0
54303,79.7,4,818,7
35439,51.25,17,0,0
46869,68.56,3,0,0
72817,71.58,13,0,0
50303,84.56,6,870,11
73123,86.75,4,737,6
50303,74.36,8,0,0
56613,88.97,9,825,12
56759,84.81,4,738,38
46249,57.0,4,0,0
44849,83.66,2,657,5
38439,38.34,3,0,0
62213,84.56,14,481,42
54213,80.43,4,300,61
52800,84.6,4,0,0
52303,74.24,6,0,0
50303,69.26,13,300,84
54893,85.0,6,605,58
63848,65.71,13,0,0
57374,84.94,4,15,1
53699,87.58,4,0,0
51503,66.7,13,678,20
38939,65.36,18,0,0
33284,74.96,5,18,24
58812,89.85,4,0,0
67169,74.49,3,729,55
57727,73.54,3,15,1
54263,85.51,14,0,0
78079,74.88,3,0,0
49213,81.37,9,598,23
39554,61.91,3,0,0
79686,72.99,3,0,0
54759,73.44,4,738,8
50303,66.67,4,0,0
63713,58.81,7,0,0
80630,74.21,3,0,0
34009,51.13,4,0,0
24879,36.42,8,719,16
31984,52.56,4,697,109
44145,65.12,4,701,51
73123,66.13,7,0,0
68169,72.35,7,0,0
71133,67.92,4,0,0
38682,64.54,6,824,13
45638,62.66,13,0,0
54013,89.69,6,825,9
43549,65.91,13,0,0
58091,89.85,4,15,0
51803,76.69,5,638,11
62441,85.0,4,666,74
62213,84.8,8,830,45
50683,78.26,1,836,23
45849,55.25,3,690,24
56659,88.78,9,0,0
62847,65.42,13,785,7
54534,79.51,9,705,11
58259,78.46,4,0,0
50853,78.24,7,0,0
46145,49.85,12,0,0
58256,83.24,13,737,58
46349,63.51,4,788,43
62713,81.62,4,0,0
62198,94.68,15,300,8
54013,89.15,6,15,34
43394,58.51,5,0,0
49303,77.5,1,836,8
42432,75.37,4,0,0
55219,85.0,4,0,0
54059,78.86,14,0,0
46849,81.3,15,758,34
59013,80.9,16,0,0
62000,79.97,14,489,175
34739,51.34,13,0,0
54013,85.67,6,785,13
30984,52.94,7,0,0
51978,87.43,10,706,50
50403,78.85,11,0,0
60147,81.42,3,0,0
32434,47.64,3,0,0
59500,79.13,8,0,0
55259,56.07,3,0,0
64669,86.3,4,763,8
46373,84.16,4,0,0
56259,70.1,3,0,0
58559,72.14,15,0,0
51703,84.13,6,300,83
46749,65.16,3,0,0
83033,74.24,3,0,0
55959,88.0,9,419,80
58513,83.17,5,0,0
55413,82.77,6,593,13
45379,74.87,6,726,21
51518,83.0,4,654,9
82633,82.68,16,599,6
56159,85.98,9,521,34
50303,79.59,3,762,23
58353,89.83,1,695,6
62213,64.19,5,726,74
42394,63.22,1,0,0
57013,88.73,6,738,7
63947,74.65,8,0,0
52478,73.09,17,0,0
56013,87.92,6,300,37
63335,89.14,8,0,0
67882,79.31,4,774,25
59213,88.35,4,0,0
72608,66.75,8,300,86
53078,56.12,3,0,0
29229,45.14,4,800,106
35439,47.43,6,0,0
37099,60.1,9,403,41
45879,76.75,16,0,0
54717,80.85,13,0,0
45949,67.84,3,0,0
61213,79.38,14,0,0
57259,82.41,17,0,0
43394,72.0,7,300,47
55259,54.45,3,0,0
40394,47.95,3,0,0
55013,72.68,6,0,0
54413,89.49,6,0,0
57013,88.72,2,742,35
37841,64.45,6,0,0
56259,75.66,6,562,33
51303,67.55,3,0,0
60813,84.37,9,0,0
52303,77.06,1,737,8
50778,89.89,11,623,18
47849,74.23,4,0,0
36659,56.15,3,0,0
49303,79.0,4,0,0
93520,65.47,13,0,0
50940,66.84,3,0,0
51303,79.53,6,417,16
62982,59.21,13,620,59
59013,84.51,8,0,0
48049,80.45,15,0,0
55859,83.41,4,735,37
46175,68.35,12,0,0
63499,79.99,4,0,0
43394,72.74,6,0,0
40544,85.0,4,583,36
46145,79.7,6,0,0
98090,72.5,11,729,40
44349,70.99,6,688,24
65869,89.33,4,647,28
48778,79.81,16,0,0
47949,52.68,6,825,14
60990,84.99,4,0,0
42994,59.48,3,0,0
47849,71.22,3,16,30
32384,73.48,15,0,0
60013,88.57,8,0,0
97699,80.59,9,576,57
50534,77.32,9,692,32
67169,74.89,8,0,0
62113,86.92,17,0,0
70717,71.08,3,0,0
37500,84.82,2,697,13
53571,84.81,6,783,41
46349,63.01,5,0,0
55959,87.96,11,300,150
46603,63.9,8,699,21
43394,50.2,10,0,0
26779,36.53,8,0,0
49349,79.92,1,0,0
52303,81.8,19,694,12
32300,52.86,10,0,0
34535,83.81,5,0,0
56259,86.94,10,0,0
56159,59.84,6,0,0
28500,42.7,3,783,89
56259,55.73,3,0,0
55513,79.84,5,0,0
94505,62.65,13,0,0
31484,46.78,8,758,24
41894,69.83,6,0,0
53393,80.69,6,737,11
60813,88.0,4,825,6
65882,89.98,5,0,0
52787,85.0,8,825,25
47349,73.59,7,0,0
57583,83.79,4,825,9
51978,84.91,2,16,18
47665,66.0,13,0,0
48145,66.65,3,572,17
139225,69.91,7,0,0
50478,89.87,11,710,6
56713,81.12,2,737,10
59109,89.6,14,737,64
56259,84.96,8,707,14
41894,52.73,13,825,23
56013,89.55,17,17,3
75251,74.03,3,615,13
49049,68.78,9,836,41
54426,80.0,13,836,21
57159,79.14,4,738,25
46702,59.55,13,0,0
50693,71.63,13,0,0
57013,84.48,6,825,6
43310,78.13,11,0,0
29984,45.85,13,621,48
46849,76.04,6,0,0
53226,80.47,4,749,30
46849,79.58,6,763,6
67169,59.51,1,0,0
58000,64.96,6,0,0
58266,85.0,6,738,4
48726,74.69,9,0,0
53478,87.33,6,0,0
36439,62.65,10,0,0
49763,77.0,13,0,0
86820,74.85,2,738,25
64882,89.8,4,300,65
48645,57.89,4,625,10
57959,89.95,6,738,20
72617,71.92,3,0,0
54013,75.89,3,0,0
57559,77.42,14,620,66
55013,89.64,11,708,100
38574,61.01,5,0,0
48145,87.29,9,0,0
78686,72.32,4,633,10
50528,79.9,6,0,43
30344,45.48,3,738,7
33616,54.09,13,0,0
41700,61.23,4,825,6
53803,79.63,6,605,5
68882,72.68,5,15,1
45349,62.57,5,0,0
51653,87.38,1,763,7
69817,80.79,4,513,24
36239,54.8,2,0,0
54078,68.69,5,585,44
66922,83.11,4,0,0
51803,88.18,1,0,0
64032,76.91,17,0,0
32484,54.42,10,0,0
43394,75.03,3,17,0
47318,78.7,4,712,26
52053,71.15,9,0,0
45349,63.55,9,0,0
50303,86.58,1,16,19
54859,79.74,6,638,17
58759,77.92,7,0,0
57313,89.37,5,0,0
56613,88.97,9,0,0
56759,89.72,5,0,0
44109,70.93,4,738,6
48649,69.43,5,0,0
36439,56.92,7,0,0
69169,64.48,9,646,13
64614,84.52,15,749,24
51903,60.73,3,15,58
67382,72.87,4,825,6
46949,74.92,6,0,0
60613,74.44,6,825,23
68169,73.12,17,0,0
25529,42.76,7,0,0
30884,48.88,13,0,0
46549,64.94,6,0,0
52303,72.64,3,14,0
49082,70.13,2,0,0
71143,71.3,3,0,0
64882,73.79,6,300,41
66482,68.97,18,0,0
52233,85.0,9,15,0
42394,61.59,6,0,0
45049,70.77,4,763,12
44349,70.37,6,0,0
24313,25.33,13,0,0
42210,68.27,13,0,0
64382,82.72,4,0,0
62664,89.71,4,560,9
53606,85.0,4,792,88
50000,81.79,8,726,3
34184,82.55,9,668,20
23950,35.63,4,738,11
56259,73.14,7,0,0
58013,87.5,4,615,26
62091,83.0,4,0,0
46349,77.42,6,0,0
57013,85.0,9,0,0
61898,70.09,4,0,0
55359,83.5,6,300,89
59213,80.18,3,0,0
38339,59.75,6,0,0
53778,81.93,11,0,0
49303,75.44,6,0,0
50886,76.67,13,0,0
66395,79.12,13,583,37
64213,58.76,3,0,0
68203,75.97,9,0,0
35439,59.09,5,0,0
38574,57.38,3,738,12
44094,62.95,8,16,1
68669,73.23,7,0,0
40624,72.33,12,18,11
55409,83.85,14,0,0
81386,52.31,3,0,0
114927,69.23,3,0,0
51428,85.87,4,0,0
55925,74.68,4,0,0
58259,80.83,7,737,10
60213,79.96,4,738,3
38894,43.86,13,0,0
36104,51.69,18,0,0
27350,39.17,3,0,0
22095,35.39,3,0,0
47349,63.99,4,738,8
44349,64.44,3,0,0
58259,77.29,7,0,0
43146,62.82,8,687,17
58259,75.86,4,0,0
51958,89.94,11,684,18
36939,57.62,6,0,0
60213,70.93,4,0,0
47349,71.9,6,0,0
41394,57.95,4,678,153
63837,81.74,13,0,0
56013,78.55,13,0,0
61293,57.54,3,0,0
49361,82.61,6,0,0
52303,72.73,4,0,0
51513,80.36,4,738,3
52153,76.79,9,825,15
55259,83.09,14,16,91
52303,88.36,18,0,0
49078,69.36,13,0,0
39394,57.7,3,0,0
78251,78.9,8,0,0
83033,55.99,7,0,0
71817,72.62,18,0,0
42210,41.51,13,0,0
41294,72.02,6,743,33
48049,74.02,19,686,11
56259,86.24,5,0,0
52303,79.95,8,679,22
52703,84.35,6,836,18
50078,83.82,4,0,0
68169,79.9,3,539,133
71143,65.4,12,818,13
44349,67.0,3,607,120
23201,37.1,6,0,0
52300,76.25,10,0,0
66182,89.91,4,832,3
48449,76.46,6,807,47
50303,71.58,17,730,56
55759,84.33,4,300,40
63207,84.06,3,0,0
46369,73.75,7,0,0
94990,74.66,6,0,0
51803,76.26,3,464,57
41994,63.5,3,0,0
54648,76.74,9,0,0
58413,73.18,4,614,145
62213,73.31,3,0,0
71446,74.65,13,0,0
18820,30.27,12,0,0
64369,79.71,19,0,0
54013,68.41,3,0,0
40089,63.82,9,0,0
71817,89.79,4,0,0
58259,58.26,3,0,0
47349,78.94,18,722,29
50678,84.58,6,0,0
69107,73.61,6,0,0
54303,78.01,4,783,30
43394,66.53,7,792,146
42459,55.17,13,0,0
53549,72.99,7,475,42
54078,85.96,5,710,6
60347,89.87,19,699,27
50703,77.4,6,0,0
74251,84.73,4,681,16
79686,83.57,1,300,25
34789,75.64,14,0,0
50578,69.64,3,0,0
43152,76.86,18,0,0
48349,75.51,6,0,0
37475,55.04,3,836,48
61947,89.44,4,679,20
37439,57.41,5,0,0
61547,76.49,6,0,0
66993,73.51,16,737,17
58747,64.6,13,0,0
36939,69.62,18,0,0
56109,82.18,18,732,47
71817,67.46,7,0,0
25609,42.05,6,0,0
43394,59.56,14,0,0
45609,69.59,9,0,0
52078,69.14,13,0,0
54000,85.27,11,0,0
58259,75.18,7,17,10
66882,68.88,7,0,0
55239,89.51,11,0,0
62213,78.46,15,0,0
157511,85.71,3,600,105
59259,88.89,8,681,30
95290,58.47,4,0,0
53078,72.07,9,474,47
62513,86.56,13,643,41
50003,89.69,6,729,25
64882,74.44,3,699,42
56259,78.06,4,0,0
56259,89.72,1,681,15
23574,35.62,4,824,5
58559,83.38,8,344,26
31984,43.11,9,394,14
52803,79.85,4,763,13
40822,67.69,6,771,7
68203,84.72,9,721,47
51903,76.64,9,0,0
49349,70.92,14,0,0
68382,70.88,7,591,17
41156,65.64,8,18,13
32234,46.13,3,0,0
51428,84.01,11,513,3
65882,84.13,3,522,12
63947,89.66,4,0,0
47849,71.71,6,595,17
49303,74.89,5,0,0
52003,69.28,4,0,0
66169,66.07,3,17,0
34439,56.99,8,300,136
57013,82.4,13,0,0
71273,88.25,8,583,11
69817,69.36,12,0,0
78751,73.3,3,0,0
58259,88.94,9,708,61
31120,61.71,13,0,0
62347,88.96,4,671,110
56579,85.17,5,738,9
49703,81.56,1,825,15
26529,36.66,10,714,36
75455,75.84,13,0,0
49878,77.56,6,0,0
51978,82.78,5,0,0
65882,88.31,4,0,0
62263,84.71,14,0,0
58509,80.56,4,602,5
47349,84.59,6,0,0
90555,79.74,4,496,61
63447,82.75,8,650,20
35439,49.32,9,815,25
55659,82.86,8,0,0
37626,67.21,12,404,37
47774,79.8,6,0,0
49303,70.69,7,825,6
50503,71.6,13,0,0
42743,79.09,6,0,0
39849,58.84,13,16,63
41074,74.8,1,15,0
59013,88.27,6,0,0
63713,82.27,14,646,15
56333,80.0,13,0,0
49303,71.25,3,0,0
19874,32.53,11,743,14
34439,53.89,6,0,0
39439,46.35,3,0,0
55759,85.77,14,0,0
42694,69.88,6,300,47
48748,75.82,9,0,0
56089,85.0,6,746,65
68817,66.82,3,0,0
36139,74.45,15,0,0
27981,46.64,1,0,0
60947,89.72,5,825,6
44409,77.81,10,0,0
51078,84.93,11,0,0
42594,61.72,13,0,0
61433,84.23,7,0,0
44849,77.22,6,0,0
69023,74.96,10,0,0
56713,79.96,13,0,0
48249,81.04,6,0,0
43394,57.33,3,646,9
53203,88.85,11,640,45
46900,83.06,11,734,129
58513,87.94,6,738,12
48349,77.58,14,818,23
70817,74.33,5,607,5
52303,85.04,14,738,6
57559,79.62,1,300,0
49853,89.41,6,0,0
52078,79.7,6,0,0
43994,63.15,4,0,0
31773,46.13,4,738,7
56259,54.58,16,0,0
52178,83.91,6,0,0
48849,70.13,15,0,0
59133,89.05,9,0,0
55843,86.54,6,657,10
62402,86.04,3,15,2
37839,57.84,6,0,0
68517,74.87,4,0,0
61447,88.65,6,0,0
53803,71.14,3,0,0
59598,84.74,6,585,23
56013,81.2,14,0,0
61947,58.08,3,16,101
57513,86.93,6,17,0
48349,70.61,6,825,25
47849,74.06,6,708,7
36439,69.05,10,0,0
53003,77.25,9,708,34
59259,76.04,3,643,33
66369,84.22,9,651,25
63935,70.0,13,0,0
52303,61.98,3,0,0
38139,77.67,15,0,0
53303,69.56,3,0,0
50555,84.0,4,0,0
56259,79.31,17,0,67
51653,82.49,1,679,15
53803,77.79,7,0,0
55259,82.95,6,845,61
49228,77.21,15,0,0
51303,72.88,14,0,0
53000,76.63,4,0,0
51223,84.14,4,0,0
57866,69.71,4,763,10
49828,86.44,6,0,0
57223,84.47,6,0,0
53303,77.31,1,710,8
56513,79.56,17,0,0
49763,70.71,3,738,9
57259,87.72,6,628,7
68817,69.84,12,0,0
70641,71.15,3,0,0
45849,80.66,5,825,6
56159,73.02,8,0,0
80686,86.39,4,0,0
56314,51.25,12,0,0
30161,45.13,4,0,0
55509,83.59,4,678,70
38164,46.27,1,0,0
59207,85.53,3,0,0
67882,89.25,4,300,96
62847,84.97,14,0,0
50113,75.37,13,18,49
55259,76.5,6,14,27
74751,70.5,3,0,0
35694,60.0,10,530,13
70337,73.75,6,0,0
52903,89.97,6,726,37
51078,76.73,3,0,0
50803,71.83,14,17,12
53303,73.71,7,0,0
33484,35.09,3,15,0
68169,50.29,7,0,0
45389,74.36,4,0,0
51723,76.78,3,0,0
47342,74.47,10,825,6
60713,85.33,15,0,0
46349,72.55,15,825,7
60997,79.82,4,572,43
53725,83.33,4,0,0
67869,70.17,18,0,0
66963,74.22,13,0,0
60613,84.1,6,0,0
52103,78.38,4,0,0
58659,84.0,6,0,0
94505,65.59,15,739,5
52178,84.34,2,836,25
42894,56.91,4,15,0
47849,54.63,7,0,0
63713,70.49,8,0,0
28529,62.37,6,0,0
46755,79.99,1,0,0
45449,74.04,2,0,0
38864,63.72,9,476,12
71817,71.22,13,0,0
73123,73.65,3,0,0
56013,84.97,6,0,0
61347,79.67,6,738,4
50053,72.85,18,0,0
68919,79.99,4,15,1
53303,78.66,7,0,0
75751,73.77,3,0,0
53558,85.0,10,763,10
51703,79.26,6,573,33
44394,62.5,4,630,11
56213,85.59,6,737,17
52703,77.48,10,719,57
54813,82.56,6,825,17
53759,79.54,6,300,65
50303,69.51,3,300,86
64417,66.73,13,0,0
64213,84.5,4,0,0
54303,79.3,9,0,0
49349,78.12,6,738,7
48049,67.59,4,300,135
63206,76.57,4,0,0
50303,80.81,18,0,0
56513,81.34,3,0,0
53728,87.99,4,300,38
46053,79.27,5,0,0
58783,84.15,9,659,4
59047,94.7,6,354,149
46949,72.69,9,680,143
58047,77.03,13,0,0
68817,74.14,15,774,23
70994,51.14,5,651,17
46049,68.99,4,681,7
71623,84.73,9,0,0
57730,85.0,6,0,0
76751,75.17,3,0,0
66242,73.41,4,0,0
58259,83.15,17,615,24
52203,77.02,5,532,49
